id,original,detected_language,confidence,translated_text
2568,responsabilitat social corporativa,ca,100,corporate social responsibility
2569,comptabilitat de gestió i indicadors empresarials,ca,100,management skills and business indicators
2570,tècniques qualitatives de recerca 1,ca,100,qualitative research techniques 1
2571,estudis en el marc de convenis de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
2572,la transferència tecnològica,ca,100,technological transfer
2573,competències emprenedores,ca,100,entrepreneurial competences
2574,experiències en centres tecnològics,ca,100,experiences in technological centers
2575,polítiques d’r+d+i,ca,100,r+d+i policy
2576,vigilància tecnològica,ca,100,technological surveillance
2577,economia de la innovació i sistemes d’innovació,ca,100,Innovation Economy and Innovation Systems
2578,el finançament per a noves empreses innovadores,ca,100,funding for new innovative companies
2579,innovació tecnològica,ca,100,technological innovation
2580,experiències en vivers d’empresa,ca,100,experiences in business nurseries
2581,estudis en el marc de convenis de mobilitat 1,ca,100,studies in the framework of mobility agreements 1
2582,estratègia i màrqueting per a l’emprenedor,ca,100,strategy and marketing for the entrepreneur
2583,gestió financera del projecte emprenedor,ca,100,financial management of the entrepreneurial project
2584,gestió de projectes d’r+d+i,ca,100,project management of r+d+i
2585,responsabilitat social corporativa,ca,100,corporate social responsibility
2586,estudis en el marc de convenis de mobilitat 3,ca,100,studies in the framework of mobility conventions 3
2587,diagnòstic estratègic i gestió emprenedora,ca,100,strategic diagnosis and entrepreneurial management
2588,treball de fi de màster,ca,100,Final Masterwork
2589,introducció a la macroeconomia,ca,100,introduction to macroeconomics
2590,relacions econòmiques internacionals,ca,100,International economic relations
2591,estudis en el marc de convenis de mobilitat 3,ca,100,studies in the framework of mobility conventions 3
2592,comptabilitat financera superior,ca,100,superior financial accounting
2593,mercats i actius financers 1,ca,100,markets and financial assets 1
2594,treball de fi de grau,ca,100,end-of-degree work
2595,economia internacional,ca,100,International economy
2596,comptabilitat i fiscalitat,ca,100,ability and taxation
2597,microeconomia,ca,100,microeconomics
2598,macroeconomia monetària,ca,100,monetary macroeconomics
2599,màrqueting internacional,ca,100,international marketing
2600,anàlisi de dades financeres,ca,100,financial data analysis
2401,teoria del sector públic,ca,100,public sector theory
2402,treball de fi de màster,ca,100,Final Masterwork
2403,anàlisi de dades microeconòmiques,ca,100,microeconomic data analysis
2404,política econòmica internacional,ca,100,international economic policy
2405,estratègies d’internacionalització,ca,100,internationalisation strategies
2406,comunicació i gestió intercultural,ca,100,communication and intercultural management
2407,anglès per a negocis,ca,100,English for business
2408,la innovació en un entorn global,ca,100,innovation in a global environment
2409,tècniques de negociació,ca,100,negotiation techniques
2410,economia regional,ca,100,regional economy
2411,dret de la competència,ca,100,right of competition
2412,anàlisi de dades macroeconòmiques,ca,100,analysis of macroeconomic data
2413,tècniques d’investigació,ca,100,research techniques
2414,estudis en el marc de convenis de mobilitat 3,ca,100,studies in the framework of mobility conventions 3
2415,anàlisi de dades per a negocis internacionals,ca,100,data analysis for international business
2416,lideratge i presa de decisions,ca,100,leadership and decision-making
2417,sostenibilitat i estat del benestar,ca,100,sustainability and welfare status
2418,comportament estratègic i teoria de jocs,ca,100,strategic behavior and game theory
2419,estudis en el marc de convenis de mobilitat 1,ca,100,studies in the framework of mobility agreements 1
2420,reptes i desafiaments de la globalització,ca,100,challenges and challenges of globalization
2421,fiscalitat comparada,ca,100,comparative taxation
2422,economies emergents,ca,100,emergent economies
2423,estudis en el marc de convenis de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
2424,responsabilitat social i ètica empresarial,ca,100,social responsibility and business ethics
2425,mercats financers internacionals,ca,100,international financial markets
2426,la competència i la regulació dels mercats,ca,100,competition and regulation of markets
2427,gestió de la qualitat,ca,100,Quality management
2428,fiscalitat,ca,100,fascility
2429,tècniques de decisió empresarial,ca,100,business decision techniques
2430,direcció estratègica,ca,100,strategic direction
2431,investigació de mercats i aplicacions,ca,100,market and application research
2432,seguretat en xarxes,ca,100,security in networks
2433,treball de fi de grau i (g.ade),ca,100,Final degree work and (g.ade)
2434,programació avançada de dispositius mòbils,ca,100,Advanced programming of mobile devices
2435,tècniques avançades de programació,ca,100,Advanced programming techniques
2436,economia mundial,ca,100,global economy
2437,comptabilitat de gestió,ca,100,comptability of management
2438,estructures de dades,ca,100,data structures
2439,desenvolupament avançat d’aplicacions web,ca,100,advanced development of web applications
2440,bases de dades avançades,ca,100,Advanced databases
2441,arquitectures per a aplicacions en xarxa,ca,100,architectures for online applications
2442,enginyeria de llocs web,ca,100,web site engineering
2443,pràctiques acadèmiques externes,ca,100,external academic practices
2444,macroeconomia,ca,100,macroeconomia
2445,computació ubiqua,ca,100,ubiquitous computing
2446,treball de fi de grau ii (g.tdawim),ca,100,final ii degree work (g.tdawim)
2447,direcció financera: finançament,ca,100,financial management: financing
2448,microeconomia,ca,100,microeconomics
2449,aplicacions i serveis mòbils,ca,100,mobile applications and services
2450,política de producte,ca,100,product policy
2451,informàtica aplicada al màrqueting,ca,100,informatics applied to marketing
2452,investigació de mercats 2,ca,100,market research 2
2453,idioma modern,ca,100,modern language
2454,gestió estratègica de la marca,ca,100,strategic management of the brand
2455,política de distribució,ca,100,distribution policy
2456,introducció a la macroeconomia,ca,100,introduction to macroeconomics
2457,matemàtiques de les operacions financeres,ca,100,mathematics of financial operations
2458,direcció estratègica de màrqueting,ca,100,strategic marketing direction
2459,macroeconomia,ca,100,macroeconomia
2460,estadística 2,ca,100,statistics 2
2461,introducció a la microeconomia,ca,100,introduction to microeconomics
2462,dret mercantil,ca,100,mercantile right
2463,comportament organitzatiu,ca,100,organizational behavior
2464,economia mundial,ca,100,global economy
2465,organització d’empreses,ca,100,organisation of companies
2466,microeconomia,ca,100,microeconomics
2467,direcció financera: inversió,ca,100,financial management: investment
2468,direcció estratègica,ca,100,strategic direction
2469,gestió de la qualitat,ca,100,Quality management
2470,investigació de mercats i aplicacions,ca,100,market and application research
2471,comptabilitat financera,ca,100,financial accounting
2472,principis d’economia aplicada,ca,100,principles of applied economy
2473,sociologia de l’empresa,ca,100,sociology of the company
2474,fiscalitat,ca,100,fascility
2475,direcció financera: finançament,ca,100,financial management: financing
2476,matemàtiques 2,ca,100,mathematics 2
2477,fonaments de màrqueting,ca,100,marketing releases
2478,comptabilitat de gestió,ca,100,comptability of management
2479,anàlisi dels estats financers,ca,100,analysis of financial states
2480,estadística 1,ca,100,statistics 1
2481,matemàtiques 1,ca,100,mathematics 1
2482,direcció d’operacions,ca,100,direction of operations
2483,introducció a la comptabilitat,ca,100,introduction to accounting
2484,màrqueting i sistemes d’informació aplicats,ca,100,marketing and applied information systems
2485,comportament del consumidor 1,ca,100,consumer behavior 1
2486,direcció de màrqueting internacional,ca,100,International marketing management
2487,direcció de recursos humans,ca,100,direction of human resources
2488,tècniques de negociació comercial,ca,100,commercial trading techniques
2489,màrqueting relacional i directe,ca,100,relational and direct marketing
2490,estratègies de màrqueting digital,ca,100,digital marketing strategies
